Id,Label,mergenode,businesstable
52,LANGUAGE_AUTHORITY_DOCUMENT.E32,INFORMATION_RESOURCE.E73,strings
517,INFORMATION_CARRIER.E84,INFORMATION_RESOURCE.E73,
571,IDENTIFIER.E42,INFORMATION_RESOURCE.E73,
792,THUMBNAIL.E62,INFORMATION_RESOURCE.E73,files
799,DESCRIPTION_TYPE.E55,INFORMATION_RESOURCE.E73,domains
800,DESCRIPTION_TYPE_AUTHORITY_DOCUMENT.E32,INFORMATION_RESOURCE.E73,strings
801,TEMPORAL_COVERAGE.E4,INFORMATION_RESOURCE.E73,
802,TEMPORAL_COVERAGE_TIME-SPAN.E52,INFORMATION_RESOURCE.E73,strings
804,RESOURCE_CREATION_EVENT.E65,INFORMATION_RESOURCE.E73,
805,TIME-SPAN_RESOURCE_CREATION_EVENT.E52,RESOURCE_CREATION_EVENT.E65,
806,DATE_OF_CREATION.E50,RESOURCE_CREATION_EVENT.E65,dates
807,RESOURCE_UPDATE_EVENT.E65,RESOURCE_CREATION_EVENT.E65,
808,DATE_OF_UPDATE.E50,RESOURCE_CREATION_EVENT.E65,dates
900,DATE_ACCESSED.E50,INFORMATION_RESOURCE.E73,dates
901,HTML_REFERENCE.E90,INFORMATION_RESOURCE.E73,strings
902,SOURCE_APPELLATION.E82,INFORMATION_RESOURCE.E73,strings
903,EDITOR_APPELLATION.E82,INFORMATION_RESOURCE.E73,strings
904,IMAGERY_PLACE_APPELLATION.E44,INFORMATION_RESOURCE.E73,strings
905,VOLUME.E62,INFORMATION_RESOURCE.E73,strings
906,ISSUE.E62,INFORMATION_RESOURCE.E73,strings
907,PAGES.E62,INFORMATION_RESOURCE.E73,strings
908,FIGURE.E62,INFORMATION_RESOURCE.E73,strings
909,CATALOGUE_ID.E42,INFORMATION_RESOURCE.E73,strings
910,MAP_SOURCE_TYPE.E55,INFORMATION_RESOURCE.E73,strings
911,MAP_SOURCE_TYPE_AUTHORITY_DOCUMENT.E32,INFORMATION_RESOURCE.E73,domains
912,IMAGERY_PLATFORM_TYPE.E55,INFORMATION_RESOURCE.E73,strings
913,IMAGERY_PLATFORM_AUTHORITY_DOCUMENT.E32,INFORMATION_RESOURCE.E73,domains
914,IMAGERY_SENSOR_TYPE.E55,INFORMATION_RESOURCE.E73,strings
915,IMAGERY_SENSOR_AUTHORITY_DOCUMENT.E32,INFORMATION_RESOURCE.E73,domains
916,IMAGERY_BANDS_TYPE.E55,INFORMATION_RESOURCE.E73,strings
917,IMAGERY_BANDS_AUTHORITY_DOCUMENT.E32,INFORMATION_RESOURCE.E73,domains
918,IMAGERY_CAMERA_SENSOR_TYPE.E55,INFORMATION_RESOURCE.E73,strings
919,IMAGERY_CAMERA_SENSOR_TYPE_AUTHORITY_DOCUMENT.E32,INFORMATION_RESOURCE.E73,domains
920,IMAGERY_CAMERA_SENSOR_RESOLUTION_TYPE.E55,INFORMATION_RESOURCE.E73,strings
921,IMAGERY_CAMERA_SENSOR_RESOLUTION_AUTHORITY_DOCUMENT.E32,INFORMATION_RESOURCE.E73,domains
922,IMAGERY_SAMPLED_RESOLUTION_TYPE.E55,INFORMATION_RESOURCE.E73,strings
923,IMAGERY_SAMPLED_RESOLUTION_AUTHORITY_DOCUMENT.E32,INFORMATION_RESOURCE.E73,domains
924,DATE_OF_ACQUISITION.E50,INFORMATION_RESOURCE.E73,dates
925,PROCESSING_TYPE.E55,INFORMATION_RESOURCE.E73,domains
926,CREATOR_TYPE.E55,RESOURCE_CREATION_EVENT.E65,strings
927,CREATOR_TYPE_AUTHORITY_DOCUMENT.E32,RESOURCE_CREATION_EVENT.E65,domains
928,SERIES_TYPE.E55,INFORMATION_RESOURCE.E73,strings
929,SERIES_TYPE_AUTHORITY_DOCUMENT.E32,INFORMATION_RESOURCE.E73,domains
930,SCALE_TYPE.E55,INFORMATION_RESOURCE.E73,strings
931,SCALE_TYPE_AUTHORITY_DOCUMENT.E32,INFORMATION_RESOURCE.E73,domains
932,TILE_SQUARE_DETAILS.E44,INFORMATION_RESOURCE.E73,strings
933,TILE_SQUARE_APPELLATION.E44,INFORMATION_RESOURCE.E73,strings
934,SOURCE.E39,INFORMATION_RESOURCE.E73,
935,EDITOR.E39,INFORMATION_RESOURCE.E73,
936,ACQUISITION_ASSIGNMENT.E17,RESOURCE_CREATION_EVENT.E65,
937,PROCESSING_TYPE_AUTHORITY_DOCUMENT.E32,INFORMATION_RESOURCE.E73,strings
938,PLACE_OF_PUBLICATION.E53,INFORMATION_RESOURCE.E73,
939,TIME-SPAN_RESOURCE_ACQUISITION_EVENT.E52,RESOURCE_CREATION_EVENT.E65,
940,PUBLICATION_ASSIGNMENT.E17,INFORMATION_RESOURCE.E73,
941,TIME-SPAN_IMAGERY_PUBLICATION_EVENT.E52,INFORMATION_RESOURCE.E73,
942,IMAGERY_DATE_OF_PUBLICATION.E50,INFORMATION_RESOURCE.E73,dates
943,IMAGERY_CREATOR_APPELLATION.E82,RESOURCE_CREATION_EVENT.E65,strings
944,IMAGERY_SOURCE_TYPE.E55,INFORMATION_RESOURCE.E73,strings
945,MAP_PLACE_APPELLATION.E44,INFORMATION_RESOURCE.E73,strings
946,SHARED_DATA_SOURCE_CREATOR_APPELLATION.E82,RESOURCE_CREATION_EVENT.E65,strings
947,IMAGERY_SOURCE_TYPE_AUTHORITY_DOCUMENT.E32,INFORMATION_RESOURCE.E73,domains
948,SHARED_DATA_SOURCE_DATE_OF_CREATION.E50,RESOURCE_CREATION_EVENT.E65,dates
949,TIME-SPAN_SHARED_DATA_SOURCE_CREATION_EVENT.E52,RESOURCE_CREATION_EVENT.E65,
950,SHARED_DATA_SOURCE_APPELLATION.E82,RESOURCE_CREATION_EVENT.E65,strings
951,SHARED_DATA_SOURCE_SHARER.E39,RESOURCE_CREATION_EVENT.E65,
952,DATE_OF_FILE.E50,INFORMATION_RESOURCE.E73,dates
953,TIME-SPAN_MAPPING_PUBLICATION_EVENT.E52,INFORMATION_RESOURCE.E73,
