Id,Label,mergenode,businesstable
730,DISTURBANCE_EFFECT_4_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.E32,CONDITION_ASSESSMENT.E14,strings
702,DISTURBANCE_EFFECT_4_CERTAINTY_TYPE.E55,CONDITION_ASSESSMENT.E14,domains
716,DISTURBANCE_EFFECT_4_TYPE_AUTHORITY_DOCUMENT.E32,CONDITION_ASSESSMENT.E14,strings
688,DISTURBANCE_EFFECT_4_TYPE.E55,CONDITION_ASSESSMENT.E14,domains
731,DISTURBANCE_EFFECT_5_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.E32,CONDITION_ASSESSMENT.E14,strings
703,DISTURBANCE_EFFECT_5_CERTAINTY_TYPE.E55,CONDITION_ASSESSMENT.E14,domains
717,DISTURBANCE_EFFECT_5_TYPE_AUTHORITY_DOCUMENT.E32,CONDITION_ASSESSMENT.E14,strings
689,DISTURBANCE_EFFECT_5_TYPE.E55,CONDITION_ASSESSMENT.E14,domains
732,DISTURBANCE_EFFECT_6_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.E32,CONDITION_ASSESSMENT.E14,strings
704,DISTURBANCE_EFFECT_6_CERTAINTY_TYPE.E55,CONDITION_ASSESSMENT.E14,domains
718,DISTURBANCE_EFFECT_6_TYPE_AUTHORITY_DOCUMENT.E32,CONDITION_ASSESSMENT.E14,strings
690,DISTURBANCE_EFFECT_6_TYPE.E55,CONDITION_ASSESSMENT.E14,domains
733,DISTURBANCE_EFFECT_7_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.E32,CONDITION_ASSESSMENT.E14,strings
705,DISTURBANCE_EFFECT_7_CERTAINTY_TYPE.E55,CONDITION_ASSESSMENT.E14,domains
719,DISTURBANCE_EFFECT_7_TYPE_AUTHORITY_DOCUMENT.E32,CONDITION_ASSESSMENT.E14,strings
691,DISTURBANCE_EFFECT_7_TYPE.E55,CONDITION_ASSESSMENT.E14,domains
734,DISTURBANCE_EFFECT_8_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.E32,CONDITION_ASSESSMENT.E14,strings
706,DISTURBANCE_EFFECT_8_CERTAINTY_TYPE.E55,CONDITION_ASSESSMENT.E14,domains
720,DISTURBANCE_EFFECT_8_TYPE_AUTHORITY_DOCUMENT.E32,CONDITION_ASSESSMENT.E14,strings
692,DISTURBANCE_EFFECT_8_TYPE.E55,CONDITION_ASSESSMENT.E14,domains
735,DISTURBANCE_EFFECT_9_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.E32,CONDITION_ASSESSMENT.E14,strings
707,DISTURBANCE_EFFECT_9_CERTAINTY_TYPE.E55,CONDITION_ASSESSMENT.E14,domains
721,DISTURBANCE_EFFECT_9_TYPE_AUTHORITY_DOCUMENT.E32,CONDITION_ASSESSMENT.E14,strings
693,DISTURBANCE_EFFECT_9_TYPE.E55,CONDITION_ASSESSMENT.E14,domains
611,DISTURBANCE_EFFECT_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.E32,CONDITION_ASSESSMENT.E14,strings
610,DISTURBANCE_EFFECT_CERTAINTY_TYPE.E55,CONDITION_ASSESSMENT.E14,domains
756,DISTURBANCE_EFFECT_STATE.E3,CONDITION_ASSESSMENT.E14,
609,DISTURBANCE_EFFECT_TYPE_AUTHORITY_DOCUMENT.E32,CONDITION_ASSESSMENT.E14,strings
608,DISTURBANCE_EFFECT_TYPE.E55,CONDITION_ASSESSMENT.E14,domains
602,DISTURBANCE_EXTENT_TYPE_AUTHORITY_DOCUMENT.E32,CONDITION_ASSESSMENT.E14,strings
603,DISTURBANCE_EXTENT_TYPE.E55,CONDITION_ASSESSMENT.E14,domains
741,DISTURBANCE_STATE.E3,CONDITION_ASSESSMENT.E14,
460,DISTURBANCE_TYPE_AUTHORITY_DOCUMENT.E32,CONDITION_ASSESSMENT.E14,strings
457,DISTURBANCE_TYPE.E55,CONDITION_ASSESSMENT.E14,domains
476,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.E32,HERITAGE_RESOURCE.E18,strings
475,ELIGIBILITY_REQUIREMENT_TYPE.E55,HERITAGE_RESOURCE.E18,domains
510,END_DATE_OF_EXISTENCE.E49,HERITAGE_RESOURCE.E18,strings
509,END_OF_EXISTENCE_TIME-SPAN.E52,HERITAGE_RESOURCE.E18,
508,END_OF_EXISTENCE_TYPE_AUTHORITY_DOCUMENT.E32,HERITAGE_RESOURCE.E18,strings
507,END_OF_EXISTENCE_TYPE.E55,HERITAGE_RESOURCE.E18,domains
502,END_OF_EXISTENCE.E64,HERITAGE_RESOURCE.E18,
84,EVALUATION_CRITERIA_ASSIGNMENT.E13,HERITAGE_RESOURCE.E18,
466,EVALUATION_CRITERIA_TYPE_AUTHORITY_DOCUMENT.E32,HERITAGE_RESOURCE.E18,strings
85,EVALUATION_CRITERIA_TYPE.E55,HERITAGE_RESOURCE.E18,domains
70,EXTERNAL_RESOURCE.E1,HERITAGE_RESOURCE.E18,
1,EXTERNAL_XREF_TYPE_AUTHORITY_DOCUMENT.E32,HERITAGE_RESOURCE.E18,strings
22,EXTERNAL_XREF_TYPE.E55,HERITAGE_RESOURCE.E18,domains
48,EXTERNAL_XREF.E42,HERITAGE_RESOURCE.E18,strings
629,FEATURE_EVIDENCE_ARRANGEMENT_TYPE_AUTHORITY_DOCUMENT.E55,PRODUCTION.E12,strings
628,FEATURE_EVIDENCE_ARRANGEMENT_TYPE.E55,PRODUCTION.E12,domains
654,FEATURE_EVIDENCE_ASSIGNMENT.E17,PRODUCTION.E12,
681,FEATURE_EVIDENCE_INTERPRETATION_2_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.E32,PRODUCTION.E12,strings
680,FEATURE_EVIDENCE_INTERPRETATION_2_CERTAINTY_TYPE.E55,PRODUCTION.E12,domains
679,FEATURE_EVIDENCE_INTERPRETATION_2_TYPE_AUTHORITY_DOCUMENT.E32,PRODUCTION.E12,strings
678,FEATURE_EVIDENCE_INTERPRETATION_2_TYPE.E55,PRODUCTION.E12,domains
757,FEATURE_EVIDENCE_INTERPRETATION_ASSIGNMENT.E17,PRODUCTION.E12,
633,FEATURE_EVIDENCE_INTERPRETATION_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.E32,PRODUCTION.E12,strings
632,FEATURE_EVIDENCE_INTERPRETATION_CERTAINTY_TYPE.E55,PRODUCTION.E12,domains
743,FEATURE_EVIDENCE_INTERPRETATION_NUMBER_TYPE_AUTHORITY_DOCUMENT.E32,PRODUCTION.E12,strings
742,FEATURE_EVIDENCE_INTERPRETATION_NUMBER_TYPE.E55,PRODUCTION.E12,domains
631,FEATURE_EVIDENCE_INTERPRETATION_TYPE_AUTHORITY_DOCUMENT.E32,PRODUCTION.E12,strings
630,FEATURE_EVIDENCE_INTERPRETATION_TYPE.E55,PRODUCTION.E12,domains
623,FEATURE_EVIDENCE_NUMBER_TYPE_AUTHORITY_DOCUMENT.E32,PRODUCTION.E12,strings
622,FEATURE_EVIDENCE_NUMBER_TYPE.E55,PRODUCTION.E12,domains
625,FEATURE_EVIDENCE_SHAPE_TYPE_AUTHORITY_DOCUMENT.E32,PRODUCTION.E12,strings
624,FEATURE_EVIDENCE_SHAPE_TYPE.E55,PRODUCTION.E12,domains
621,FEATURE_EVIDENCE_TYPE_AUTHORITY_DOCUMENT.E32,PRODUCTION.E12,strings
627,FEATURE_EVIDENCE_TYPE_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.E32,PRODUCTION.E12,strings
626,FEATURE_EVIDENCE_TYPE_CERTAINTY_TYPE.E55,PRODUCTION.E12,domains
620,FEATURE_EVIDENCE_TYPE.E55,PRODUCTION.E12,domains
664,FROM_DATE_AUTHORITY_DOCUMENT.E55,PRODUCTION.E12,strings
59,FROM_DATE.E49,PRODUCTION.E12,dates
663,FROM_DATE.E55,PRODUCTION.E12,domains
10,GEOMETRY_QUALIFIER_AUTHORITY_DOCUMENT.E32,PLACE.E53,strings
20,GEOMETRY_QUALIFIER.E55,PLACE.E53,domains
662,GRID_ID.E42,PLACE.E53,strings
645,GRIDSQUARE_AUTHORITY_DOCUMENT.E32,PLACE.E53,strings
644,GRIDSQUARE.E55,PLACE.E53,domains
5,HERITAGE_RESOURCE_TYPE_AUTHORITY_DOCUMENT.E32,PRODUCTION.E12,strings
37,HERITAGE_RESOURCE_TYPE.E55,PRODUCTION.E12,domains
90,HERITAGE_RESOURCE_USE_TYPE.E55,PRODUCTION.E12,domains
62,HERITAGE_RESOURCE.E18,HERITAGE_RESOURCE.E18,
98,INTEGRITY_TYPE_AUTHORITY_DOCUMENT.E32,HERITAGE_RESOURCE.E18,strings
97,INTEGRITY_TYPE.E55,HERITAGE_RESOURCE.E18,domains
36,KEYWORD_AUTHORITY_DOCUMENT.E32,HERITAGE_RESOURCE.E18,strings
41,KEYWORD.E55,HERITAGE_RESOURCE.E18,domains
459,MANAGEMENT_RECOMMENDATION.E89,CONDITION_ASSESSMENT.E14,strings
668,MAP_SOURCE_TYPE_AUTHORITY_DOCUMENT.E32,HERITAGE_RESOURCE.E18,strings
667,MAP_SOURCE_TYPE.E55,HERITAGE_RESOURCE.E18,domains
669,MAP_SOURCE.E42,HERITAGE_RESOURCE.E18,strings
643,MEASUREMENT_CERTAINTY_AUTHORITY_DOCUMENT.E32,HERITAGE_RESOURCE.E18,strings
642,MEASUREMENT_CERTAINTY.E55,HERITAGE_RESOURCE.E18,domains
57,MEASUREMENT_TYPE_AUTHORITY_DOCUMENT.E32,HERITAGE_RESOURCE.E18,strings
32,MEASUREMENT_TYPE.E55,HERITAGE_RESOURCE.E18,domains
684,MODERN_COUNTRY_TERRITORY_AUTHORITY_DOCUMENT.E32,PLACE.E53,strings
683,MODERN_COUNTRY_TERRITORY.E55,PLACE.E53,domains
67,NAME_TYPE_AUTHORITY_DOCUMENT.E32,HERITAGE_RESOURCE.E18,strings
15,NAME_TYPE.E55,HERITAGE_RESOURCE.E18,domains
16,NAME.E41,HERITAGE_RESOURCE.E18,strings
515,PERIOD_OF_SIGNIFICANCE_FROM_DATE.E49,HERITAGE_RESOURCE.E18,dates
516,PERIOD_OF_SIGNIFICANCE_TO_DATE.E49,HERITAGE_RESOURCE.E18,dates
514,PERIOD_OF_SIGNIFICANCE.E52,HERITAGE_RESOURCE.E18,
3,PHASE_TYPE_ASSIGNMENT.E17,PRODUCTION.E12,
27,PLACE_ADDRESS.E45,PLACE.E53,strings
65,PLACE_APPELLATION_CADASTRAL_REFERENCE.E44,PLACE.E53,strings
44,PLACE_CADASTRAL_REFERENCE.E53,PLACE.E53,
39,PLACE_SITE_LOCATION.E53,PLACE.E53,
60,PLACE_THIS_LAND_PARCEL.E53,PLACE.E53,
647,PLACE_TOPOGRAPHY_TYPE_AUTHORITY_DOCUMENT.E32,PLACE.E53,strings
646,PLACE_TOPOGRAPHY_TYPE.E55,PLACE.E53,domains
64,PLACE.E53,HERITAGE_RESOURCE.E18,
30,PRODUCTION.E12,HERITAGE_RESOURCE.E18,
69,PROTECTION_EVENT.E65,RIGHT.E30,
472,REASONS.E62,HERITAGE_RESOURCE.E18,strings
463,RECOMMENDATION_TYPE_AUTHORITY_DOCUMENT.E32,CONDITION_ASSESSMENT.E14,strings
462,RECOMMENDATION_TYPE.E55,CONDITION_ASSESSMENT.E14,domains
658,RELATIONSHIP_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.E32,HERITAGE_RESOURCE.E18,strings
657,RELATIONSHIP_CERTAINTY_TYPE.E55,HERITAGE_RESOURCE.E18,domains
96,RESOURCE_CLASSIFICATION_AUTHORITY_DOCUMENT.E32,HERITAGE_RESOURCE.E18,strings
95,RESOURCE_TYPE_CLASSIFICATION.E55,HERITAGE_RESOURCE.E18,domains
45,RIGHT.E30,HERITAGE_RESOURCE.E18,
637,SITE_FUNCTION_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.E32,HERITAGE_RESOURCE.E18,strings
636,SITE_FUNCTION_CERTAINTY_TYPE.E55,HERITAGE_RESOURCE.E18,domains
635,SITE_FUNCTION_TYPE_AUTHORITY_DOCUMENT.E32,HERITAGE_RESOURCE.E18,strings
634,SITE_FUNCTION_TYPE.E55,HERITAGE_RESOURCE.E18,domains
661,SITE_ID.E42,HERITAGE_RESOURCE.E18,strings
641,SITE_LOCATION_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.E32,PLACE.E53,strings
640,SITE_LOCATION_CERTAINTY_TYPE.E55,PLACE.E53,domains
617,SITE_MORPHOLOGY_TYPE_AUTHORITY_DOCUMENT.E32,HERITAGE_RESOURCE.E18,strings
616,SITE_MORPHOLOGY_TYPE.E55,HERITAGE_RESOURCE.E18,domains
615,SITE_OVERALL_ARCHAEOLOGICAL_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.E32,HERITAGE_RESOURCE.E18,strings
614,SITE_OVERALL_ARCHAEOLOGICAL_CERTAINTY_TYPE.E55,HERITAGE_RESOURCE.E18,domains
677,SITE_OVERALL_INTERPRETATION_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.E32,HERITAGE_RESOURCE.E18,strings
676,SITE_OVERALL_INTERPRETATION_CERTAINTY_TYPE.E55,HERITAGE_RESOURCE.E18,domains
675,SITE_OVERALL_INTERPRETATION_TYPE_AUTHORITY_DOCUMENT.E32,HERITAGE_RESOURCE.E18,strings
674,SITE_OVERALL_INTERPRETATION_TYPE.E55,HERITAGE_RESOURCE.E18,domains
619,SITE_OVERALL_SHAPE_TYPE_AUTHORITY_DOCUMENT.E32,HERITAGE_RESOURCE.E18,strings
618,SITE_OVERALL_SHAPE_TYPE.E55,HERITAGE_RESOURCE.E18,domains
649,SITE_SIZE_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.E32,HERITAGE_RESOURCE.E18,strings
648,SITE_SIZE_CERTAINTY_TYPE.E55,HERITAGE_RESOURCE.E18,domains
4,SPATIAL_COORDINATES_GEOMETRY.E47,PLACE.E53,geometries
506,START_DATE_OF_EXISTENCE.E49,HERITAGE_RESOURCE.E18,strings
468,STATUS_AUTHORITY_DOCUMENT.E32,HERITAGE_RESOURCE.E18,strings
471,STATUS.E55,HERITAGE_RESOURCE.E18,domains
673,THREAT_CAUSE_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.E32,CONDITION_ASSESSMENT.E14,strings
672,THREAT_CAUSE_CERTAINTY_TYPE.E55,CONDITION_ASSESSMENT.E14,domains
744,THREAT_CAUSE_STATE.E3,CONDITION_ASSESSMENT.E14,
671,THREAT_CAUSE_TYPE_AUTHORITY_DOCUMENT.E32,CONDITION_ASSESSMENT.E14,strings
670,THREAT_CAUSE_TYPE.E55,CONDITION_ASSESSMENT.E14,domains
613,THREAT_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.E32,CONDITION_ASSESSMENT.E14,strings
612,THREAT_CERTAINTY_TYPE.E55,CONDITION_ASSESSMENT.E14,domains
682,THREAT_STATE.E3,CONDITION_ASSESSMENT.E14,
461,THREAT_TYPE_AUTHORITY_DOCUMENT.E32,CONDITION_ASSESSMENT.E14,strings
745,THREAT_TYPE_STATE.E3,CONDITION_ASSESSMENT.E14,
458,THREAT_TYPE.E55,CONDITION_ASSESSMENT.E14,domains
47,TIME_SPAN_OF_DESIGNATION_OR_PROTECTION.E52,RIGHT.E30,
14,TIME-SPAN_PHASE.E52,PRODUCTION.E12,
666,TO_DATE_AUTHORITY_DOCUMENT.E55,PRODUCTION.E12,domains
58,TO_DATE.E49,PRODUCTION.E12,dates
665,TO_DATE.E55,PRODUCTION.E12,domains
21,TYPE_OF_DESIGNATION_OR_PROTECTION_AUTHORITY_DOCUMENT.E32,RIGHT.E30,strings
40,TYPE_OF_DESIGNATION_OR_PROTECTION.E55,RIGHT.E30,domains
2,UNIT_OF_MEASUREMENT_AUTHORITY_DOCUMENT.E32,HERITAGE_RESOURCE.E18,strings
17,UNIT_OF_MEASUREMENT.E55,HERITAGE_RESOURCE.E18,domains
91,USE_TYPE_AUTHORITY_DOCUMENT.E32,PRODUCTION.E12,strings
25,VALUE_OF_MEASUREMENT.E60,HERITAGE_RESOURCE.E18,strings
